"id","condition1","condition2","condition3","trialNo","target","response","RT","group"
"5f4d3cb5fdda0b2c403fb801","abnormal3","scenario1","slow",19,"Skateboard up and down first-floor Berry",0,3085,"prolific"
"5f4d3cb5fdda0b2c403fb801","improbable","scenario1","slow",1,"Find an open study room in midterm week",1,4795,"prolific"
"5f4d3cb5fdda0b2c403fb801","improbable","scenario5","slow",111,"Pick the eighth restaurant you pass by",1,3385,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal2","scenario5","slow",124,"Check Google Reviews before heading out",1,5335,"prolific"
"5f4d3cb5fdda0b2c403fb801","normal2","scenario5","slow",120,"Get drunk with friends at Dunk's sports bar",1,2827,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal3","scenario5","slow",129,"Argue with the server about food price",0,3669,"prolific"
"5f4d3cb5fdda0b2c403fb801","normal2","scenario5","slow",118,"Use Snackpass to get food with a discount",1,3114,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal1","scenario5","slow",121,"Take three hours to decide what to order",0,5565,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal2","scenario5","slow",126,"Pay for the food your friends have ordered",1,2032,"prolific"
"5f4d3cb5fdda0b2c403fb801","improbable","scenario5","slow",110,"Get a four-course dinner from Pine for free",0,10744,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal3","scenario5","slow",128,"Walk into a restaurant in your pajamas",1,3580,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal4","scenario5","slow",132,"Go to Lou's Restaurant for a lavish dinner",1,4254,"prolific"
"5f4d3cb5fdda0b2c403fb801","immoral","scenario5","slow",135,"Trip over a passing server with your napkin",0,6116,"prolific"
"5f4d3cb5fdda0b2c403fb801","impossible","scenario5","slow",112,"Enter a restaurant through the chimney",0,3487,"prolific"
"5f4d3cb5fdda0b2c403fb801","improbable","scenario5","slow",109,"Run into Phil Hanlon in Molly's Restaurant",0,4612,"prolific"
"5f4d3cb5fdda0b2c403fb801","impossible","scenario5","slow",113,"Communicate with the server by telepathy",0,1762,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal1","scenario5","slow",122,"Pick a restaurant for the color of its walls",1,2687,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal2","scenario5","slow",125,"Read the menu before entering a restaurant",1,1821,"prolific"
"5f4d3cb5fdda0b2c403fb801","immoral","scenario5","slow",133,"Refuse to pay for the food you have eaten",0,2337,"prolific"
"5f4d3cb5fdda0b2c403fb801","normal1","scenario5","slow",116,"Order pizza and chicken wings at Domino's",1,2090,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal4","scenario5","slow",130,"Get drunk with a group of friends at Pine",1,4613,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal4","scenario5","slow",131,"Pick a table freely at Molly's Restaurant",1,3670,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal3","scenario5","slow",127,"Order a bowl of rice noodles at Domino's",0,4108,"prolific"
"5f4d3cb5fdda0b2c403fb801","normal1","scenario5","slow",117,"Try out a newly opened restaurant in town",1,5129,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal1","scenario5","slow",123,"Eat only the food on the left side of a dish",1,4498,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal4","scenario3","slow",78,"Take a seat at a table upstairs after 8 pm",0,7412,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal1","scenario3","slow",68,"Join a group of strangers at their table",0,3510,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal2","scenario3","slow",70,"Use a tray to carry several items at once",1,5333,"prolific"
"5f4d3cb5fdda0b2c403fb801","improbable","scenario3","slow",56,"Slip on a banana peel upon walking in",1,1861,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal3","scenario3","slow",74,"Start a food fight with the nearby table",0,2843,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal4","scenario3","slow",76,"Leave your plates at the table when done",1,2321,"prolific"
"5f4d3cb5fdda0b2c403fb801","improbable","scenario3","slow",57,"Hear your favorite song in the speaker",1,1786,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal1","scenario3","slow",69,"Carry your plate on the top of your head",1,3028,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal3","scenario3","slow",73,"Cut in the lines at the stir fry station",0,3599,"prolific"
"5f4d3cb5fdda0b2c403fb801","improbable","scenario3","slow",55,"Have filet mignon and broccoli for dinner",1,10803,"prolific"
"5f4d3cb5fdda0b2c403fb801","normal1","scenario3","slow",62,"Get a dessert from the dessert section",1,3069,"prolific"
"5f4d3cb5fdda0b2c403fb801","normal2","scenario3","slow",66,"Take a piece of silverware away with you",1,3307,"prolific"
"5f4d3cb5fdda0b2c403fb801","normal2","scenario3","slow",65,"Take a couple of cookies away in napkins",1,2370,"prolific"
"5f4d3cb5fdda0b2c403fb801","normal1","scenario3","slow",63,"Return your plates after finishing eating",1,2836,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal1","scenario3","slow",67,"Eat with three forks used alternatingly",0,4248,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal2","scenario3","slow",71,"Sit by yourself at a long table downstairs",1,4053,"prolific"
"5f4d3cb5fdda0b2c403fb801","immoral","scenario3","slow",79,"Steal a bag when the owner is getting food",0,3774,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal3","scenario3","slow",75,"Fill your plate with food that you hate",1,2055,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal4","scenario3","slow",77,"Grab a bagful of fruits on your way out",1,2661,"prolific"
"5f4d3cb5fdda0b2c403fb801","impossible","scenario3","slow",60,"Eat three hundred chicken nuggets at once",0,3915,"prolific"
"5f4d3cb5fdda0b2c403fb801","normal2","scenario3","slow",64,"Take out your laptop and study for an exam",1,2975,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal3","scenario2","slow",46,"Gossip with the person sitting next to you",1,2639,"prolific"
"5f4d3cb5fdda0b2c403fb801","impossible","scenario2","slow",33,"Take a seat in the nine-hundredth row",0,2883,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal3","scenario2","slow",48,"Ask and answer questions in gibberish",1,2104,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal2","scenario2","slow",44,"Keep a physical copy of every reading",1,5157,"prolific"
"5f4d3cb5fdda0b2c403fb801","improbable","scenario2","slow",30,"Sit next to someone born on Februrary 25th",0,5887,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal4","scenario2","slow",50,"Report a classmate for cheating on a quiz",1,2532,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal1","scenario2","slow",42,"Volunteer to answer every single question",1,4256,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal4","scenario2","slow",49,"Leave the room to answer a phone call",1,7357,"prolific"
"5f4d3cb5fdda0b2c403fb801","normal2","scenario2","slow",37,"Watch the professor struggle with Zoom",1,2249,"prolific"
"5f4d3cb5fdda0b2c403fb801","impossible","scenario2","slow",31,"Let a flying carpet take you to your seat",0,2406,"prolific"
"5f4d3cb5fdda0b2c403fb801","normal1","scenario2","slow",35,"Take notes with a pencil and a notebook",1,1897,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal1","scenario2","slow",41,"Sit facing the back for the entire period",0,3732,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal2","scenario2","slow",45,"Clean the chalkboard after writing on it",1,3938,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal4","scenario2","slow",51,"Get full mark on an exam without studying",1,5587,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal3","scenario2","slow",47,"Jump up and down in the middle of the class",0,4935,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal1","scenario2","slow",40,"Greet everyone in the class individually",1,3614,"prolific"
"5f4d3cb5fdda0b2c403fb801","impossible","scenario2","slow",32,"Move your fountain pen with your mind",0,1936,"prolific"
"5f4d3cb5fdda0b2c403fb801","improbable","scenario2","slow",29,"Recognize your neighbor's laptop wallpaper",1,6859,"prolific"
"5f4d3cb5fdda0b2c403fb801","normal1","scenario2","slow",36,"Reference relevant papers you have read",1,2283,"prolific"
"5f4d3cb5fdda0b2c403fb801","immoral","scenario2","slow",53,"Bribe a classmate to do homework for you",1,4132,"prolific"
"5f4d3cb5fdda0b2c403fb801","improbable","scenario2","slow",28,"Be the sixth person to answer a question",1,2096,"prolific"
"5f4d3cb5fdda0b2c403fb801","normal2","scenario2","slow",38,"Pet the professor's dog who has wandered in",1,4989,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal1","scenario6","slow",149,"Take the elevator to the second floor",1,4405,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal2","scenario6","slow",153,"Remind your floor to go to the floor meeting",1,12597,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal2","scenario6","slow",152,"Cook every meal in the kitchen downstairs",1,2812,"prolific"
"5f4d3cb5fdda0b2c403fb801","immoral","scenario6","slow",162,"Steal someone's clothes while they shower",0,3130,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal4","scenario6","slow",157,"Hold a floor party in the common room",0,3183,"prolific"
"5f4d3cb5fdda0b2c403fb801","impossible","scenario6","slow",139,"Live with a hundred roommates in one room",0,8495,"prolific"
"5f4d3cb5fdda0b2c403fb801","immoral","scenario6","slow",160,"Enter someone's room without permission",0,2357,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal4","scenario6","slow",159,"Switch room with someone who agrees to do it",1,2680,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal3","scenario6","slow",156,"Fill the shared kitchen with your groceries",1,4278,"prolific"
"5f4d3cb5fdda0b2c403fb801","improbable","scenario6","slow",136,"Live in a four-room apartment by yourself",1,2654,"prolific"
"5f4d3cb5fdda0b2c403fb801","normal2","scenario6","slow",146,"Storm a club member's room as a prank",1,2454,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal2","scenario6","slow",151,"Lock your room every time you head out",1,2090,"prolific"
"5f4d3cb5fdda0b2c403fb801","immoral","scenario6","slow",161,"Set off the fire alarm at midnight for fun",0,1933,"prolific"
"5f4d3cb5fdda0b2c403fb801","normal1","scenario6","slow",143,"Do laundry in the basement on a weekend",1,4651,"prolific"
"5f4d3cb5fdda0b2c403fb801","normal2","scenario6","slow",147,"Leave the windows open all day in winter",0,6887,"prolific"
"5f4d3cb5fdda0b2c403fb801","impossible","scenario6","slow",140,"Build a life-size windmill inside your room",0,2436,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal3","scenario6","slow",154,"Join a dorm party you are not invited to",0,2043,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal4","scenario6","slow",158,"Pay for the washing machine with quarters",1,1971,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal1","scenario6","slow",148,"Visit the room of someone you don't know",1,4059,"prolific"
"5f4d3cb5fdda0b2c403fb801","normal2","scenario6","slow",145,"Drink the tap water from the restrooms",0,2360,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal1","scenario6","slow",150,"Walk up and down the hallway for an hour",0,3520,"prolific"
"5f4d3cb5fdda0b2c403fb801","improbable","scenario6","slow",138,"Walk through the hallway in exactly 47 steps",1,6680,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal3","scenario6","slow",155,"Sleep in a sleeping bag in the hallway",1,2518,"prolific"
"5f4d3cb5fdda0b2c403fb801","impossible","scenario6","slow",141,"Go diving in the water basin in the restroom",0,2262,"prolific"
"5f4d3cb5fdda0b2c403fb801","improbable","scenario6","slow",137,"Hear twenty alarm clocks go off at once",1,7139,"prolific"
"61351c3a1e3e96156bc86116","abnormal3","scenario6","fast",155,"Sleep in a sleeping bag in the hallway",0,1236,"prolific"
"61351c3a1e3e96156bc86116","normal1","scenario6","fast",144,"Watch some Youtube videos lying in bed",1,946,"prolific"
"61351c3a1e3e96156bc86116","impossible","scenario6","fast",139,"Live with a hundred roommates in one room",0,1157,"prolific"
"61351c3a1e3e96156bc86116","normal2","scenario6","fast",146,"Storm a club member's room as a prank",0,1559,"prolific"
"61351c3a1e3e96156bc86116","abnormal2","scenario6","fast",153,"Remind your floor to go to the floor meeting",1,1455,"prolific"
"61351c3a1e3e96156bc86116","immoral","scenario6","fast",160,"Enter someone's room without permission",0,1054,"prolific"
"61351c3a1e3e96156bc86116","normal1","scenario6","fast",143,"Do laundry in the basement on a weekend",1,1115,"prolific"
"61351c3a1e3e96156bc86116","abnormal4","scenario6","fast",158,"Pay for the washing machine with quarters",1,1317,"prolific"
"61351c3a1e3e96156bc86116","abnormal1","scenario6","fast",149,"Take the elevator to the second floor",0,1262,"prolific"
"61351c3a1e3e96156bc86116","normal2","scenario6","fast",147,"Leave the windows open all day in winter",0,1523,"prolific"
"61351c3a1e3e96156bc86116","abnormal3","scenario6","fast",154,"Join a dorm party you are not invited to",0,1486,"prolific"
"61351c3a1e3e96156bc86116","immoral","scenario6","fast",162,"Steal someone's clothes while they shower",0,1427,"prolific"
"61351c3a1e3e96156bc86116","abnormal1","scenario6","fast",150,"Walk up and down the hallway for an hour",1,1609,"prolific"
"61351c3a1e3e96156bc86116","abnormal4","scenario6","fast",159,"Switch room with someone who agrees to do it",1,1412,"prolific"
"61351c3a1e3e96156bc86116","abnormal2","scenario6","fast",152,"Cook every meal in the kitchen downstairs",1,1652,"prolific"
"61351c3a1e3e96156bc86116","abnormal4","scenario6","fast",157,"Hold a floor party in the common room",1,1129,"prolific"
"61351c3a1e3e96156bc86116","improbable","scenario6","fast",138,"Walk through the hallway in exactly 47 steps",1,1340,"prolific"
"61351c3a1e3e96156bc86116","immoral","scenario6","fast",161,"Set off the fire alarm at midnight for fun",0,1511,"prolific"
"61351c3a1e3e96156bc86116","normal1","scenario6","fast",142,"Enter the building with your Student ID",1,972,"prolific"
"61351c3a1e3e96156bc86116","normal2","scenario6","fast",145,"Drink the tap water from the restrooms",1,1339,"prolific"
"61351c3a1e3e96156bc86116","abnormal3","scenario6","fast",156,"Fill the shared kitchen with your groceries",1,1518,"prolific"
"61351c3a1e3e96156bc86116","impossible","scenario6","fast",140,"Build a life-size windmill inside your room",0,1464,"prolific"
"61351c3a1e3e96156bc86116","normal1","scenario4","fast",90,"Adjust your pace according to the time",1,875,"prolific"
"61351c3a1e3e96156bc86116","abnormal3","scenario4","fast",102,"Poke at the person walking in front of you",0,1128,"prolific"
"61351c3a1e3e96156bc86116","abnormal3","scenario4","fast",100,"Walk across campus with your eyes closed",0,1194,"prolific"
"61351c3a1e3e96156bc86116","impossible","scenario4","fast",85,"Grow a pair of wings and fly to class",0,803,"prolific"
"61351c3a1e3e96156bc86116","normal1","scenario4","fast",88,"Cross the road when no car is passing",1,1170,"prolific"
"61351c3a1e3e96156bc86116","abnormal1","scenario4","fast",96,"Walk across the Green with one shoe on",1,1499,"prolific"
"61351c3a1e3e96156bc86116","immoral","scenario4","fast",107,"Shout insults at the people walking by",1,1047,"prolific"
"61351c3a1e3e96156bc86116","normal2","scenario4","fast",92,"Cross the Green by walking on the grass",1,1621,"prolific"
"61351c3a1e3e96156bc86116","normal2","scenario4","fast",93,"Finish your lunch while you are walking",1,1268,"prolific"
"61351c3a1e3e96156bc86116","normal2","scenario4","fast",91,"Cross the road without looking out for cars",1,1451,"prolific"
"61351c3a1e3e96156bc86116","abnormal1","scenario4","fast",94,"Greet and smile at a stranger cordially",1,1319,"prolific"
"61351c3a1e3e96156bc86116","abnormal4","scenario4","fast",103,"Wait at the traffic light in front of Collis",1,980,"prolific"
"61351c3a1e3e96156bc86116","improbable","scenario4","fast",83,"Run to your destination at record speed",1,924,"prolific"
"61351c3a1e3e96156bc86116","normal1","scenario4","fast",89,"Walk on the footpath across the Green",1,1015,"prolific"
"61351c3a1e3e96156bc86116","abnormal3","scenario4","fast",101,"Pour a cup of iced tea onto the grass",1,1271,"prolific"
"61351c3a1e3e96156bc86116","impossible","scenario4","fast",86,"Transport yourself to class with a spell",0,814,"prolific"
"61351c3a1e3e96156bc86116","abnormal2","scenario4","fast",98,"Sit down on a bench and rest for a while",1,781,"prolific"
"61351c3a1e3e96156bc86116","improbable","scenario4","fast",84,"Spot a dragon-shaped cloud in the sky",0,782,"prolific"
"61351c3a1e3e96156bc86116","immoral","scenario4","fast",106,"Smash the window of a car parked nearby",1,1559,"prolific"
"61351c3a1e3e96156bc86116","abnormal2","scenario4","fast",97,"Smile to the people walking toward you",1,776,"prolific"
"61351c3a1e3e96156bc86116","abnormal4","scenario4","fast",104,"Park your car on any side of the Green",1,1153,"prolific"
"61351c3a1e3e96156bc86116","abnormal4","scenario4","fast",105,"Look out for two-way traffic by Dartmouth Hall",1,1443,"prolific"
"61351c3a1e3e96156bc86116","improbable","scenario4","fast",82,"Listen to exactly 4.35 songs on your way",1,1657,"prolific"
"61351c3a1e3e96156bc86116","immoral","scenario4","fast",108,"Ride away an unlocked bike on the sidewalk",1,1247,"prolific"
"61351c3a1e3e96156bc86116","abnormal1","scenario4","fast",95,"listen to music through a loudspeaker",1,869,"prolific"
"61351c3a1e3e96156bc86116","abnormal4","scenario2","fast",49,"Leave the room to answer a phone call",1,1048,"prolific"
"61351c3a1e3e96156bc86116","abnormal4","scenario2","fast",50,"Report a classmate for cheating on a quiz",1,895,"prolific"
"61351c3a1e3e96156bc86116","abnormal3","scenario2","fast",46,"Gossip with the person sitting next to you",1,859,"prolific"
